Cod Vendas;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
415;2025-02-12;Loja 05;Tênis Esportivo;3;100,91;302,73
416;2024-11-29;Loja 02;Camisa Polo;5;136,02;680,1
417;2025-07-05;Loja 13;Camisa Polo;3;135,84;407,52
418;2024-07-07;Loja 19;Tênis Corrida;2;134,84;269,68
419;2025-01-13;Loja 11;Sapato Social;5;110,53;552,65
420;2025-10-15;Loja 12;Tênis Corrida;1;153,52;153,52
421;2025-02-12;Loja 15;Shorts Sarja;4;77,19;308,76
422;2023-09-04;Loja 08;Calça Moletom;4;101,01;404,04
423;2023-12-01;Loja 13;Tênis Esportivo;5;243,07;1215,35
424;2022-12-09;Loja 04;Camisa Polo;3;135,19;405,57
425;2024-04-24;Loja 02;Tênis Esportivo;4;69,48;277,92
426;2024-03-18;Loja 02;Calça Jeans;1;176,98;176,98
427;2025-06-02;Loja 05;Calça Moletom;4;81,27;325,08
428;2023-04-06;Loja 04;Calça Moletom;4;118,13;472,52
429;2024-09-25;Loja 03;Calça Moletom;4;73,86;295,44
430;2023-08-01;Loja 15;Calça Jeans;2;168,83;337,66
431;2025-01-11;Loja 08;Tênis Corrida;4;222,97;891,88
432;2024-07-27;Loja 20;Sapato Social;1;184,09;184,09
433;2025-01-03;Loja 13;Sapato Social;3;188,57;565,71
434;2023-06-27;Loja 10;Shorts Sarja;3;76,32;228,96
435;2024-02-04;Loja 18;Calça Moletom;2;53,49;106,98
436;2023-08-02;Loja 14;Camiseta Básica;5;101,84;509,2
437;2025-01-04;Loja 07;Chinelo;2;18,87;37,74
438;2025-09-10;Loja 19;Blusa Manga Longa;2;48,91;97,82
439;2024-08-10;Loja 06;Blusa Manga Longa;1;94,16;94,16
440;2023-12-15;Loja 03;Tênis Esportivo;2;259,66;519,32
441;2024-09-20;Loja 15;Sapato Social;4;122,65;490,6
442;2024-04-23;Loja 11;Blusa Manga Longa;4;84,64;338,56
443;2025-04-10;Loja 19;Blusa Manga Longa;5;76,44;382,2
444;2024-11-18;Loja 12;Shorts Sarja;4;51,33;205,32
445;2024-06-16;Loja 18;Shorts Sarja;5;54,35;271,75
446;2025-03-04;Loja 16;Chinelo;1;40,66;40,66
447;2024-07-13;Loja 13;Shorts Sarja;4;51,53;206,12
448;2023-12-09;Loja 17;Sapato Social;4;107,17;428,68
449;2023-10-20;Loja 17;Tênis Corrida;5;221,54;1107,7
450;2025-07-12;Loja 14;Tênis Corrida;4;168,62;674,48
451;2023-06-12;Loja 14;Shorts Sarja;2;56,32;112,64
452;2024-09-12;Loja 06;Sapato Social;1;119,96;119,96
453;2024-09-07;Loja 05;Calça Moletom;4;75,22;300,88
454;2024-10-01;Loja 04;Calça Moletom;3;60,63;181,89
455;2023-03-19;Loja 04;Bota Couro;5;231,08;1155,4
456;2023-07-27;Loja 09;Chinelo;3;23,48;70,44
457;2025-10-15;Loja 19;Tênis Esportivo;5;102,66;513,3
458;2024-09-18;Loja 10;Camisa Polo;1;133,52;133,52
459;2023-08-28;Loja 09;Sapatilha Casual;4;53,35;213,4
460;2023-09-17;Loja 03;Bota Couro;3;256,65;769,95
461;2023-03-10;Loja 13;Camisa Polo;2;118,94;237,88
462;2024-11-27;Loja 13;Sapatilha Casual;4;32,91;131,64
463;2025-04-24;Loja 03;Bota Couro;5;245,15;1225,75
464;2024-01-06;Loja 18;Sapato Social;2;209,72;419,44
465;2024-01-01;Loja 17;Sapatilha Casual;2;47,92;95,84
466;2023-08-24;Loja 05;Tênis Esportivo;4;105,76;423,04
467;2023-08-22;Loja 09;Tênis Esportivo;5;153,88;769,4
468;2024-05-25;Loja 17;Tênis Esportivo;4;183,21;732,84
469;2024-08-15;Loja 16;Blusa Manga Longa;3;89,74;269,22
470;2025-10-13;Loja 18;Chinelo;3;12,68;38,04
471;2024-11-04;Loja 07;Calça Jeans;2;62,76;125,52
472;2024-10-23;Loja 12;Calça Moletom;5;149,8;749,0
473;2025-07-28;Loja 03;Chinelo;4;27,44;109,76
474;2023-06-23;Loja 13;Camiseta Básica;3;90,18;270,54
475;2024-12-29;Loja 13;Sapatilha Casual;2;96,85;193,7
476;2023-06-18;Loja 20;Sapato Social;2;212,59;425,18
477;2023-10-19;Loja 07;Blusa Manga Longa;4;91,99;367,96
478;2025-05-04;Loja 14;Blusa Manga Longa;2;93,63;187,26
479;2025-05-30;Loja 02;Tênis Corrida;3;95,56;286,68
480;2024-06-22;Loja 05;Sapatilha Casual;3;95,09;285,27
481;2024-03-30;Loja 06;Camisa Polo;4;65,36;261,44
482;2023-03-05;Loja 01;Camisa Polo;5;142,67;713,35
483;2022-12-19;Loja 07;Tênis Corrida;1;186,08;186,08
484;2024-11-03;Loja 18;Shorts Sarja;1;38,35;38,35
485;2025-04-18;Loja 07;Tênis Corrida;2;190,67;381,34
486;2024-05-26;Loja 07;Camisa Polo;1;86,95;86,95
487;2023-08-28;Loja 06;Calça Moletom;2;166,09;332,18
488;2025-04-21;Loja 01;Camiseta Básica;1;81,88;81,88
489;2025-04-22;Loja 17;Tênis Corrida;4;149,11;596,44
490;2025-10-31;Loja 05;Calça Moletom;3;88,33;264,99
491;2024-04-12;Loja 03;Bota Couro;3;174,31;522,93
492;2025-04-12;Loja 13;Blusa Manga Longa;1;46,0;46,0
493;2024-12-16;Loja 02;Camiseta Básica;3;96,49;289,47
494;2024-02-22;Loja 01;Blusa Manga Longa;4;99,43;397,72
495;2023-05-08;Loja 15;Tênis Corrida;5;216,91;1084,55
496;2023-08-19;Loja 13;Tênis Corrida;4;297,38;1189,52
497;2023-05-19;Loja 15;Sapatilha Casual;5;42,45;212,25
498;2024-08-07;Loja 10;Blusa Manga Longa;1;43,57;43,57
499;2024-06-14;Loja 17;Blusa Manga Longa;3;83,28;249,84
500;2025-04-28;Loja 04;Tênis Corrida;3;248,5;745,5
501;2025-01-25;Loja 11;Camisa Polo;2;146,95;293,9
502;2024-09-09;Loja 06;Tênis Corrida;1;278,97;278,97
503;2024-12-01;Loja 11;Calça Moletom;1;93,12;93,12
504;2024-11-26;Loja 06;Tênis Esportivo;5;265,66;1328,3
505;2024-03-06;Loja 16;Tênis Esportivo;4;237,85;951,4
506;2023-08-21;Loja 07;Tênis Corrida;1;156,1;156,1
507;2022-12-22;Loja 06;Tênis Esportivo;4;103,74;414,96
508;2024-03-03;Loja 16;Shorts Sarja;2;44,77;89,54
509;2024-09-04;Loja 14;Bota Couro;4;154,5;618,0
510;2025-09-28;Loja 07;Calça Moletom;5;136,56;682,8
511;2024-01-21;Loja 02;Sapatilha Casual;2;78,06;156,12
512;2024-10-13;Loja 04;Shorts Sarja;1;74,67;74,67
513;2025-02-01;Loja 20;Tênis Esportivo;1;149,28;149,28
514;2025-07-18;Loja 01;Shorts Sarja;5;76,88;384,4
515;2023-04-26;Loja 07;Blusa Manga Longa;1;64,31;64,31
516;2023-03-05;Loja 09;Bota Couro;2;308,03;616,06
517;2024-11-23;Loja 06;Shorts Sarja;5;81,55;407,75
518;2023-05-14;Loja 07;Camisa Polo;1;43,43;43,43
519;2025-03-17;Loja 01;Sapato Social;2;164,62;329,24
520;2024-05-21;Loja 03;Camiseta Básica;4;112,39;449,56
521;2023-09-01;Loja 02;Tênis Corrida;2;72,2;144,4
522;2023-02-05;Loja 14;Tênis Esportivo;4;261,84;1047,36
523;2022-12-09;Loja 19;Camiseta Básica;1;80,53;80,53
524;2025-07-02;Loja 16;Calça Jeans;2;75,66;151,32
525;2024-06-16;Loja 02;Camisa Polo;2;135,8;271,6
526;2025-08-10;Loja 18;Shorts Sarja;4;89,71;358,84
527;2024-07-23;Loja 05;Camiseta Básica;4;141,93;567,72
528;2023-05-18;Loja 17;Camisa Polo;5;119,62;598,1
529;2023-10-15;Loja 03;Tênis Corrida;1;63,42;63,42
530;2023-02-03;Loja 14;Tênis Corrida;5;99,84;499,2
531;2025-07-17;Loja 14;Bota Couro;3;318,41;955,23
532;2023-07-02;Loja 02;Calça Jeans;2;110,62;221,24
533;2023-02-04;Loja 11;Tênis Esportivo;3;176,93;530,79
534;2025-11-17;Loja 10;Camisa Polo;1;108,26;108,26
535;2025-05-09;Loja 01;Shorts Sarja;2;61,09;122,18
536;2025-07-08;Loja 05;Camiseta Básica;2;58,14;116,28
537;2025-11-19;Loja 04;Sapato Social;4;227,5;910,0
538;2025-02-04;Loja 16;Bota Couro;2;344,22;688,44
539;2024-05-14;Loja 08;Shorts Sarja;5;39,23;196,15
540;2024-06-03;Loja 19;Calça Jeans;2;50,74;101,48
541;2025-04-02;Loja 17;Camiseta Básica;3;146,54;439,62
542;2024-11-25;Loja 09;Camiseta Básica;3;53,05;159,15
543;2024-02-03;Loja 20;Bota Couro;1;123,09;123,09
544;2025-08-01;Loja 13;Tênis Corrida;3;234,6;703,8
545;2025-04-11;Loja 14;Shorts Sarja;2;51,25;102,5
546;2025-03-28;Loja 17;Calça Jeans;2;67,41;134,82
547;2023-02-03;Loja 13;Calça Jeans;3;85,6;256,8
548;2023-07-20;Loja 08;Bota Couro;1;173,28;173,28
549;2023-10-26;Loja 04;Shorts Sarja;5;49,93;249,65
550;2023-06-12;Loja 07;Sapatilha Casual;3;101,45;304,35
551;2024-12-16;Loja 19;Calça Jeans;5;171,47;857,35
552;2025-06-20;Loja 05;Calça Jeans;1;150,55;150,55
553;2023-09-26;Loja 19;Camiseta Básica;5;60,03;300,15
554;2023-03-01;Loja 03;Shorts Sarja;1;74,62;74,62
555;2023-06-20;Loja 03;Tênis Esportivo;2;223,7;447,4
556;2025-10-15;Loja 20;Blusa Manga Longa;4;72,16;288,64
557;2023-02-23;Loja 17;Camisa Polo;1;91,42;91,42
558;2024-07-04;Loja 04;Tênis Corrida;2;230,16;460,32
559;2024-03-06;Loja 11;Calça Jeans;5;146,81;734,05
560;2023-06-07;Loja 14;Sapato Social;5;248,26;1241,3
561;2022-12-14;Loja 03;Blusa Manga Longa;3;100,32;300,96
562;2023-11-01;Loja 15;Chinelo;3;27,34;82,02
563;2023-06-17;Loja 18;Camisa Polo;4;120,37;481,48
564;2025-10-31;Loja 04;Chinelo;3;13,06;39,18
565;2024-12-27;Loja 13;Bota Couro;5;145,06;725,3
566;2024-04-07;Loja 19;Calça Jeans;2;86,15;172,3
567;2023-05-04;Loja 05;Bota Couro;4;340,3;1361,2
568;2024-06-07;Loja 02;Camiseta Básica;4;147,66;590,64
569;2023-09-02;Loja 06;Tênis Corrida;4;142,29;569,16
570;2025-08-02;Loja 20;Sapato Social;2;211,2;422,4
571;2025-01-09;Loja 17;Tênis Esportivo;2;177,33;354,66
572;2023-12-14;Loja 06;Bota Couro;1;153,79;153,79
573;2024-04-14;Loja 06;Shorts Sarja;1;77,4;77,4
574;2023-08-25;Loja 13;Sapatilha Casual;3;70,73;212,19
575;2022-12-29;Loja 09;Calça Jeans;4;81,08;324,32
576;2025-05-17;Loja 17;Shorts Sarja;1;74,06;74,06
577;2024-07-09;Loja 10;Shorts Sarja;1;39,09;39,09
578;2025-11-11;Loja 18;Shorts Sarja;3;41,16;123,48
579;2024-10-23;Loja 01;Tênis Esportivo;3;159,96;479,88
580;2024-09-02;Loja 16;Shorts Sarja;2;82,78;165,56
581;2023-10-19;Loja 06;Bota Couro;5;105,52;527,6
582;2025-08-14;Loja 08;Camiseta Básica;3;115,76;347,28
583;2025-05-08;Loja 10;Blusa Manga Longa;2;73,49;146,98
584;2023-04-17;Loja 15;Bota Couro;4;101,22;404,88
585;2023-11-15;Loja 03;Sapato Social;4;112,28;449,12
586;2025-03-14;Loja 17;Blusa Manga Longa;2;56,25;112,5
587;2025-05-24;Loja 07;Camisa Polo;3;49,86;149,58
588;2023-04-24;Loja 17;Calça Jeans;2;160,19;320,38
589;2023-02-25;Loja 13;Camiseta Básica;1;50,49;50,49
590;2025-07-19;Loja 12;Calça Moletom;2;80,28;160,56
591;2025-10-26;Loja 09;Sapato Social;1;107,38;107,38
592;2023-05-10;Loja 01;Blusa Manga Longa;1;58,58;58,58
593;2025-06-23;Loja 18;Chinelo;3;11,26;33,78
594;2022-12-10;Loja 02;Camiseta Básica;4;125,58;502,32
595;2023-02-09;Loja 03;Tênis Corrida;4;280,86;1123,44
596;2025-09-26;Loja 18;Calça Jeans;4;66,95;267,8
597;2023-12-20;Loja 10;Sapato Social;1;158,1;158,1
598;2023-09-19;Loja 05;Shorts Sarja;1;48,12;48,12
599;2025-05-04;Loja 15;Shorts Sarja;3;72,83;218,49
600;2024-02-21;Loja 05;Tênis Esportivo;5;167,01;835,05
601;2023-08-08;Loja 18;Camisa Polo;1;128,17;128,17
602;2025-04-23;Loja 07;Tênis Corrida;2;264,46;528,92
603;2025-06-14;Loja 01;Tênis Esportivo;4;136,34;545,36
604;2024-05-01;Loja 14;Calça Jeans;2;176,6;353,2
605;2025-06-21;Loja 05;Tênis Corrida;1;213,55;213,55
606;2023-06-30;Loja 16;Calça Moletom;5;102,11;510,55
607;2025-09-04;Loja 12;Sapato Social;5;187,08;935,4
608;2023-05-22;Loja 02;Shorts Sarja;1;35,45;35,45
609;2023-02-04;Loja 16;Tênis Corrida;4;205,54;822,16
610;2023-11-03;Loja 17;Camiseta Básica;4;139,8;559,2
611;2023-02-16;Loja 10;Camiseta Básica;5;112,48;562,4
612;2023-12-27;Loja 14;Sapato Social;4;88,07;352,28
613;2023-08-05;Loja 05;Tênis Corrida;2;241,08;482,16
614;2025-11-23;Loja 16;Tênis Esportivo;4;93,67;374,68
615;2024-07-27;Loja 13;Chinelo;5;32,33;161,65
616;2023-07-01;Loja 11;Sapatilha Casual;5;107,86;539,3
617;2023-02-06;Loja 08;Calça Moletom;2;171,38;342,76
618;2024-11-14;Loja 18;Camiseta Básica;5;121,56;607,8
619;2025-09-12;Loja 05;Sapato Social;2;165,36;330,72
620;2023-10-29;Loja 10;Shorts Sarja;3;51,77;155,31
621;2024-10-26;Loja 17;Sapatilha Casual;4;115,78;463,12
622;2024-09-21;Loja 01;Sapatilha Casual;5;78,14;390,7
623;2025-05-18;Loja 07;Chinelo;5;32,0;160,0
624;2023-01-02;Loja 11;Blusa Manga Longa;3;78,89;236,67
625;2025-01-26;Loja 06;Chinelo;4;43,06;172,24
626;2024-07-15;Loja 16;Sapato Social;3;198,85;596,55
627;2024-07-22;Loja 20;Sapatilha Casual;4;106,56;426,24
628;2025-07-18;Loja 14;Camiseta Básica;1;54,9;54,9
629;2025-05-21;Loja 19;Chinelo;4;49,21;196,84
630;2024-12-30;Loja 19;Sapatilha Casual;1;76,7;76,7
631;2023-11-26;Loja 14;Blusa Manga Longa;2;59,48;118,96
632;2025-05-08;Loja 17;Sapatilha Casual;2;89,13;178,26
633;2023-07-03;Loja 13;Shorts Sarja;3;35,18;105,54
634;2025-06-30;Loja 15;Tênis Esportivo;3;64,29;192,87
635;2025-10-09;Loja 07;Camisa Polo;4;55,29;221,16
636;2022-12-21;Loja 03;Tênis Corrida;3;167,49;502,47
637;2024-02-21;Loja 06;Camiseta Básica;3;113,41;340,23
638;2023-12-30;Loja 16;Tênis Corrida;2;213,18;426,36
639;2025-07-03;Loja 14;Chinelo;2;23,45;46,9
640;2024-09-16;Loja 09;Sapatilha Casual;3;50,88;152,64
641;2022-12-27;Loja 05;Camiseta Básica;2;106,37;212,74
642;2025-03-09;Loja 17;Camisa Polo;2;115,69;231,38
643;2024-06-05;Loja 18;Tênis Corrida;2;86,09;172,18
644;2024-02-04;Loja 09;Camiseta Básica;1;55,66;55,66
645;2023-11-21;Loja 19;Calça Moletom;5;172,48;862,4
646;2023-02-11;Loja 07;Tênis Esportivo;3;72,98;218,94
647;2025-06-29;Loja 03;Calça Moletom;4;107,57;430,28
648;2024-12-23;Loja 19;Tênis Corrida;1;203,19;203,19
649;2024-02-06;Loja 19;Blusa Manga Longa;1;106,92;106,92
650;2023-05-21;Loja 02;Sapato Social;3;102,44;307,32
651;2024-11-09;Loja 18;Camiseta Básica;1;106,44;106,44
652;2023-11-10;Loja 12;Camiseta Básica;5;146,35;731,75
653;2024-11-20;Loja 05;Calça Moletom;2;145,76;291,52
654;2025-02-15;Loja 11;Tênis Corrida;1;223,3;223,3
655;2025-04-05;Loja 05;Tênis Corrida;4;271,3;1085,2
656;2024-10-01;Loja 16;Sapatilha Casual;4;101,2;404,8
657;2025-04-10;Loja 15;Blusa Manga Longa;2;37,88;75,76
658;2023-06-08;Loja 07;Chinelo;3;38,22;114,66
659;2025-09-11;Loja 18;Bota Couro;3;119,96;359,88
660;2025-11-03;Loja 13;Bota Couro;2;102,45;204,9
661;2025-01-05;Loja 18;Shorts Sarja;2;52,27;104,54
662;2024-01-01;Loja 13;Camisa Polo;3;115,97;347,91
663;2023-02-15;Loja 04;Sapatilha Casual;2;61,59;123,18
664;2023-08-31;Loja 13;Sapato Social;2;168,17;336,34
665;2023-03-28;Loja 05;Calça Jeans;1;58,89;58,89
666;2023-12-29;Loja 06;Camisa Polo;5;68,31;341,55
667;2025-10-15;Loja 14;Shorts Sarja;1;81,98;81,98
668;2023-07-28;Loja 12;Sapato Social;4;84,45;337,8
669;2025-09-10;Loja 17;Shorts Sarja;2;60,93;121,86
670;2024-03-27;Loja 20;Chinelo;4;12,11;48,44
671;2025-06-04;Loja 20;Chinelo;2;41,89;83,78
672;2024-08-17;Loja 15;Calça Jeans;5;50,26;251,3
673;2023-12-02;Loja 06;Bota Couro;3;251,94;755,82
674;2024-09-18;Loja 14;Tênis Corrida;3;217,6;652,8
675;2024-10-21;Loja 20;Calça Moletom;4;122,11;488,44
676;2025-04-03;Loja 05;Blusa Manga Longa;3;52,81;158,43
677;2024-07-12;Loja 09;Sapato Social;3;216,83;650,49
678;2023-07-01;Loja 18;Calça Jeans;1;139,73;139,73
679;2022-12-10;Loja 14;Blusa Manga Longa;2;93,62;187,24
680;2023-08-16;Loja 16;Tênis Corrida;4;190,63;762,52
681;2023-01-16;Loja 08;Tênis Esportivo;3;266,89;800,67
682;2023-02-14;Loja 15;Bota Couro;3;174,48;523,44
683;2025-06-15;Loja 04;Calça Jeans;5;119,73;598,65
684;2025-08-11;Loja 11;Chinelo;4;26,62;106,48
685;2024-03-20;Loja 04;Chinelo;2;19,56;39,12
686;2024-02-13;Loja 05;Sapato Social;3;133,31;399,93
687;2025-03-28;Loja 15;Shorts Sarja;1;57,56;57,56
688;2023-03-29;Loja 16;Bota Couro;5;231,24;1156,2
689;2023-09-19;Loja 05;Sapatilha Casual;2;45,28;90,56
690;2024-08-08;Loja 02;Camiseta Básica;2;79,67;159,34
691;2023-04-08;Loja 14;Tênis Corrida;4;193,79;775,16
692;2023-07-06;Loja 06;Camiseta Básica;2;49,64;99,28
693;2023-11-19;Loja 04;Sapatilha Casual;1;44,55;44,55
694;2024-08-04;Loja 19;Tênis Esportivo;4;109,89;439,56
695;2024-09-28;Loja 14;Camisa Polo;4;148,92;595,68
696;2025-09-23;Loja 13;Sapato Social;5;93,34;466,7
697;2025-07-01;Loja 03;Shorts Sarja;2;84,09;168,18
698;2023-06-28;Loja 08;Sapato Social;3;137,04;411,12
699;2023-08-27;Loja 01;Shorts Sarja;4;80,43;321,72
700;2023-10-09;Loja 20;Calça Moletom;1;170,33;170,33
701;2023-12-23;Loja 05;Calça Jeans;3;170,44;511,32
702;2024-02-14;Loja 17;Camiseta Básica;5;89,44;447,2
703;2024-05-14;Loja 06;Shorts Sarja;5;52,61;263,05
704;2023-03-04;Loja 12;Calça Moletom;2;93,52;187,04
705;2024-03-03;Loja 12;Sapato Social;5;248,39;1241,95
706;2024-05-21;Loja 20;Camisa Polo;1;110,4;110,4
707;2024-11-08;Loja 18;Camisa Polo;2;57,37;114,74
708;2024-03-20;Loja 19;Calça Moletom;3;179,2;537,6
709;2023-04-15;Loja 11;Camisa Polo;3;68,11;204,33
710;2024-11-30;Loja 06;Bota Couro;2;110,22;220,44
711;2024-09-06;Loja 16;Camiseta Básica;1;128,23;128,23
712;2023-07-03;Loja 19;Sapatilha Casual;4;106,12;424,48
713;2023-04-14;Loja 06;Blusa Manga Longa;4;53,26;213,04
714;2025-10-30;Loja 09;Tênis Corrida;2;279,87;559,74
715;2024-12-24;Loja 01;Camiseta Básica;2;55,58;111,16
716;2025-05-06;Loja 04;Sapato Social;4;161,71;646,84
717;2025-04-15;Loja 16;Sapatilha Casual;2;91,04;182,08
718;2024-12-19;Loja 08;Camiseta Básica;2;111,53;223,06
719;2024-07-07;Loja 18;Tênis Corrida;1;222,49;222,49
720;2024-08-18;Loja 10;Camisa Polo;4;67,19;268,76
721;2025-11-11;Loja 20;Calça Jeans;2;177,51;355,02
722;2023-11-21;Loja 04;Tênis Esportivo;5;60,32;301,6
723;2023-10-03;Loja 07;Tênis Corrida;4;236,99;947,96
724;2023-08-04;Loja 10;Camisa Polo;4;76,75;307,0
725;2025-02-14;Loja 12;Calça Moletom;4;127,67;510,68
726;2022-12-12;Loja 06;Sapatilha Casual;2;35,29;70,58
727;2025-09-30;Loja 14;Calça Jeans;3;176,34;529,02
728;2024-05-17;Loja 14;Blusa Manga Longa;4;73,29;293,16
729;2023-11-01;Loja 03;Camiseta Básica;3;40,91;122,73
730;2024-09-05;Loja 05;Camiseta Básica;2;104,57;209,14
731;2023-02-27;Loja 11;Bota Couro;1;191,06;191,06
732;2022-11-30;Loja 16;Tênis Corrida;4;264,81;1059,24
733;2024-03-06;Loja 09;Sapatilha Casual;4;94,98;379,92
734;2025-11-21;Loja 11;Chinelo;2;32,19;64,38
735;2025-09-26;Loja 14;Bota Couro;2;107,58;215,16
736;2023-10-24;Loja 08;Calça Moletom;5;131,91;659,55
737;2024-02-09;Loja 18;Tênis Corrida;1;207,37;207,37
738;2025-02-10;Loja 13;Sapatilha Casual;4;46,14;184,56
739;2025-02-22;Loja 02;Tênis Corrida;5;273,66;1368,3
740;2023-08-22;Loja 08;Sapatilha Casual;4;110,59;442,36
741;2025-10-12;Loja 13;Bota Couro;5;280,66;1403,3
742;2024-10-23;Loja 09;Sapatilha Casual;3;95,79;287,37
743;2023-01-21;Loja 17;Calça Moletom;2;72,78;145,56
744;2023-09-16;Loja 12;Camiseta Básica;1;95,07;95,07
745;2024-01-23;Loja 15;Tênis Esportivo;1;247,99;247,99
746;2025-08-03;Loja 14;Camisa Polo;1;138,11;138,11
747;2025-09-30;Loja 18;Chinelo;1;49,51;49,51
748;2024-07-17;Loja 05;Blusa Manga Longa;5;72,19;360,95
749;2024-02-24;Loja 03;Sapato Social;2;107,12;214,24
750;2025-03-10;Loja 02;Blusa Manga Longa;2;65,63;131,26
751;2023-06-10;Loja 19;Tênis Corrida;4;106,52;426,08
752;2024-11-12;Loja 11;Camiseta Básica;3;97,63;292,89
753;2023-08-23;Loja 19;Camiseta Básica;5;114,07;570,35
754;2025-10-01;Loja 14;Tênis Esportivo;2;229,63;459,26
755;2023-03-10;Loja 09;Blusa Manga Longa;2;89,39;178,78
756;2024-08-27;Loja 06;Camisa Polo;2;142,65;285,3
757;2025-10-12;Loja 01;Sapatilha Casual;1;74,97;74,97
758;2023-05-08;Loja 02;Sapato Social;1;198,91;198,91
759;2023-08-27;Loja 18;Calça Moletom;2;100,81;201,62
760;2024-10-31;Loja 16;Camiseta Básica;2;95,62;191,24
761;2023-01-31;Loja 12;Blusa Manga Longa;3;43,6;130,8
762;2025-07-30;Loja 17;Calça Jeans;4;120,55;482,2
763;2025-02-17;Loja 01;Tênis Esportivo;2;73,77;147,54
764;2023-08-25;Loja 07;Tênis Esportivo;2;235,75;471,5
765;2024-05-30;Loja 16;Sapato Social;5;218,72;1093,6
766;2024-02-05;Loja 08;Sapatilha Casual;2;53,45;106,9
767;2025-06-30;Loja 09;Tênis Corrida;4;116,05;464,2
768;2022-12-11;Loja 18;Shorts Sarja;1;65,84;65,84
769;2023-06-06;Loja 08;Sapatilha Casual;3;111,02;333,06
770;2024-07-26;Loja 13;Tênis Corrida;5;85,06;425,3
771;2023-10-08;Loja 02;Tênis Corrida;1;193,36;193,36
772;2025-06-08;Loja 02;Calça Jeans;2;141,21;282,42
773;2023-02-14;Loja 05;Sapato Social;3;82,08;246,24
774;2024-01-16;Loja 18;Tênis Corrida;2;141,2;282,4
775;2024-05-17;Loja 06;Camiseta Básica;4;143,53;574,12
776;2025-02-12;Loja 11;Chinelo;5;32,14;160,7
777;2023-01-19;Loja 14;Chinelo;5;20,94;104,7
778;2024-06-18;Loja 03;Sapato Social;2;244,31;488,62
779;2023-10-05;Loja 02;Sapatilha Casual;1;84,36;84,36
780;2023-01-05;Loja 17;Calça Moletom;5;166,61;833,05
781;2023-07-23;Loja 17;Blusa Manga Longa;3;62,81;188,43
782;2024-01-03;Loja 09;Shorts Sarja;1;48,48;48,48
783;2024-08-16;Loja 02;Tênis Esportivo;3;197,51;592,53
784;2024-05-10;Loja 09;Sapato Social;3;218,45;655,35
785;2023-12-26;Loja 16;Tênis Corrida;2;121,48;242,96
786;2023-06-03;Loja 13;Camiseta Básica;3;110,43;331,29
787;2023-05-24;Loja 08;Sapato Social;4;104,83;419,32
788;2025-07-09;Loja 12;Tênis Corrida;2;181,77;363,54
789;2024-08-19;Loja 14;Tênis Corrida;5;162,67;813,35
790;2023-01-30;Loja 20;Camisa Polo;1;85,9;85,9
791;2024-11-04;Loja 16;Camisa Polo;5;123,97;619,85
792;2025-08-08;Loja 20;Sapatilha Casual;4;56,08;224,32
793;2024-05-26;Loja 07;Sapatilha Casual;5;82,68;413,4
794;2023-01-11;Loja 02;Tênis Corrida;5;270,33;1351,65
795;2023-12-23;Loja 13;Camiseta Básica;5;131,63;658,15
796;2023-10-24;Loja 11;Tênis Esportivo;2;287,98;575,96
797;2023-04-03;Loja 12;Shorts Sarja;3;86,65;259,95
798;2025-11-13;Loja 15;Camiseta Básica;4;122,38;489,52
799;2025-09-23;Loja 18;Shorts Sarja;3;53,13;159,39
800;2025-03-26;Loja 02;Calça Jeans;1;153,38;153,38
801;2023-09-08;Loja 11;Tênis Corrida;1;86,14;86,14
802;2023-12-30;Loja 14;Camiseta Básica;4;61,06;244,24
803;2025-02-25;Loja 18;Camisa Polo;4;71,01;284,04
804;2023-05-04;Loja 05;Bota Couro;3;193,99;581,97
805;2025-10-26;Loja 09;Tênis Corrida;2;186,61;373,22
806;2023-03-23;Loja 13;Sapatilha Casual;2;51,81;103,62
807;2024-11-05;Loja 17;Blusa Manga Longa;5;98,81;494,05
808;2024-02-14;Loja 20;Tênis Corrida;5;175,67;878,35
809;2023-02-27;Loja 17;Chinelo;4;38,66;154,64
810;2023-10-18;Loja 01;Tênis Corrida;5;147,39;736,95
811;2025-05-24;Loja 09;Calça Moletom;2;114,46;228,92
812;2024-09-11;Loja 03;Camisa Polo;4;47,9;191,6
813;2025-10-22;Loja 18;Tênis Corrida;3;106,73;320,19
814;2025-01-02;Loja 09;Blusa Manga Longa;4;68,11;272,44
815;2024-07-16;Loja 02;Shorts Sarja;1;36,89;36,89
816;2023-06-02;Loja 07;Sapatilha Casual;2;98,82;197,64
817;2025-06-14;Loja 07;Sapato Social;4;137,02;548,08
818;2025-04-26;Loja 17;Shorts Sarja;1;54,2;54,2
819;2023-09-27;Loja 11;Shorts Sarja;4;77,74;310,96
820;2025-02-25;Loja 08;Sapatilha Casual;4;71,39;285,56
821;2024-04-04;Loja 20;Bota Couro;5;309,49;1547,45
822;2025-06-26;Loja 04;Calça Jeans;4;58,5;234,0
823;2024-03-21;Loja 02;Tênis Corrida;4;212,11;848,44
824;2025-05-03;Loja 02;Bota Couro;3;161,62;484,86
825;2022-11-28;Loja 17;Chinelo;4;16,51;66,04
826;2024-05-08;Loja 16;Chinelo;4;32,13;128,52
827;2023-08-07;Loja 02;Shorts Sarja;2;44,0;88,0
828;2024-03-12;Loja 17;Camiseta Básica;2;149,47;298,94
